Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
establishment of protein localization to plasma membrane (GO:0061951)	1/36	0.8326344794874107	0.8938076249191388	0	0	0.5612941350273305	0.10280693308249324	VAMP5
mitochondrion disassembly (GO:0061726)	1/36	0.8326344794874107	0.8938076249191388	0	0	0.5612941350273305	0.10280693308249324	WIPI1
platelet aggregation (GO:0070527)	1/36	0.8326344794874107	0.8938076249191388	0	0	0.5612941350273305	0.10280693308249324	PLEK
positive regulation of substrate adhesion-dependent cell spreading (GO:1900026)	1/36	0.8326344794874107	0.8938076249191388	0	0	0.5612941350273305	0.10280693308249324	OLFM4
positive regulation of telomere maintenance via telomere lengthening (GO:1904358)	1/36	0.8326344794874107	0.8938076249191388	0	0	0.5612941350273305	0.10280693308249324	TNKS
regulation of androgen receptor signaling pathway (GO:0060765)	1/36	0.8326344794874107	0.8938076249191388	0	0	0.5612941350273305	0.10280693308249324	SFRP1
regulation of cardiac muscle contraction (GO:0055117)	1/36	0.8326344794874107	0.8938076249191388	0	0	0.5612941350273305	0.10280693308249324	ZC3H12A
regulation of embryonic development (GO:0045995)	1/36	0.8326344794874107	0.8938076249191388	0	0	0.5612941350273305	0.10280693308249324	CCSAP
regulation of microtubule-based process (GO:0032886)	1/36	0.8326344794874107	0.8938076249191388	0	0	0.5612941350273305	0.10280693308249324	TPPP
regulation of mRNA processing (GO:0050684)	1/36	0.8326344794874107	0.8938076249191388	0	0	0.5612941350273305	0.10280693308249324	KHDRBS2
regulation of sodium ion transport (GO:0002028)	1/36	0.8326344794874107	0.8938076249191388	0	0	0.5612941350273305	0.10280693308249324	SCN1B
regulation of protein localization (GO:0032880)	2/66	0.8355846178365011	0.8967130757429311	0	0	0.6136128364389234	0.11021938227334144	ADCYAP1;TRIM21
nuclear-transcribed mRNA catabolic process (GO:0000956)	6/171	0.8405774712255087	0.899111139067912	0	0	0.7131733131733132	0.12385406899914218	CNOT4;NBAS;AGO1;CSDE1;ZC3H12A;TENT4B
anterograde axonal transport (GO:0008089)	1/37	0.8407494980474798	0.899111139067912	0	0	0.5456739055498104	0.09465342802295194	TRAK1
centromere complex assembly (GO:0034508)	1/37	0.8407494980474798	0.899111139067912	0	0	0.5456739055498104	0.09465342802295194	CENPC
glutamate receptor signaling pathway (GO:0007215)	1/37	0.8407494980474798	0.899111139067912	0	0	0.5456739055498104	0.09465342802295194	GRIN3A
lysosome localization (GO:0032418)	1/37	0.8407494980474798	0.899111139067912	0	0	0.5456739055498104	0.09465342802295194	NR4A3
ncRNA metabolic process (GO:0034660)	1/37	0.8407494980474798	0.899111139067912	0	0	0.5456739055498104	0.09465342802295194	TENT4B
nucleotide-excision repair, DNA incision, 5'-to lesion (GO:0006296)	1/37	0.8407494980474798	0.899111139067912	0	0	0.5456739055498104	0.09465342802295194	RPA1
phospholipid biosynthetic process (GO:0008654)	1/37	0.8407494980474798	0.899111139067912	0	0	0.5456739055498104	0.09465342802295194	GPAM
regulation of glucose import (GO:0046324)	1/37	0.8407494980474798	0.899111139067912	0	0	0.5456739055498104	0.09465342802295194	APPL1
regulation of intracellular steroid hormone receptor signaling pathway (GO:0033143)	1/37	0.8407494980474798	0.899111139067912	0	0	0.5456739055498104	0.09465342802295194	GPAM
regulation of microtubule cytoskeleton organization (GO:0070507)	1/37	0.8407494980474798	0.899111139067912	0	0	0.5456739055498104	0.09465342802295194	TPPP
regulation of transport (GO:0051049)	1/37	0.8407494980474798	0.899111139067912	0	0	0.5456739055498104	0.09465342802295194	FES
peptidyl-threonine modification (GO:0018210)	2/67	0.8417345386601113	0.8993808970825681	0	0	0.6041407867494824	0.10408777210870175	TNKS;GALNTL6
regulation of gene silencing by miRNA (GO:0060964)	2/67	0.8417345386601113	0.8993808970825681	0	0	0.6041407867494824	0.10408777210870175	FXR1;AGO1
vascular endothelial growth factor receptor signaling pathway (GO:0048010)	2/67	0.8417345386601113	0.8993808970825681	0	0	0.6041407867494824	0.10408777210870175	SHC2;NCF2
protein ubiquitination (GO:0016567)	21/525	0.8446953611914517	0.9022826573562303	0	0	0.8152059134107709	0.13758983118923454	USP7;DTX3L;TNKS;UBE2D1;UBE2L6;UBE2G1;KLHL24;MEFV;PSMB8;PSMB10;PSMB9;CNOT4;UBD;PEX5;RNF182;TRIM69;FBXO6;RNF183;RNF186;TRIM32;TRIM21
negative regulation of transforming growth factor beta receptor signaling pathway (GO:0030512)	2/68	0.8476750841256897	0.9036944735531486	0	0	0.5949557688688123	0.0983211243718848	HTRA3;LDLRAD4
DNA replication initiation (GO:0006270)	1/38	0.8484714272333609	0.9036944735531486	0	0	0.530898012800805	0.08723656118762048	RPA1
histone exchange (GO:0043486)	1/38	0.8484714272333609	0.9036944735531486	0	0	0.530898012800805	0.08723656118762048	CENPC
lymphocyte proliferation (GO:0046651)	1/38	0.8484714272333609	0.9036944735531486	0	0	0.530898012800805	0.08723656118762048	TNFRSF4
negative regulation of endothelial cell migration (GO:0010596)	1/38	0.8484714272333609	0.9036944735531486	0	0	0.530898012800805	0.08723656118762048	ACVRL1
regulation of axon extension (GO:0030516)	1/38	0.8484714272333609	0.9036944735531486	0	0	0.530898012800805	0.08723656118762048	RTN4
regulation of cell communication (GO:0010646)	1/38	0.8484714272333609	0.9036944735531486	0	0	0.530898012800805	0.08723656118762048	TYMP
response to estradiol (GO:0032355)	1/38	0.8484714272333609	0.9036944735531486	0	0	0.530898012800805	0.08723656118762048	SFRP1
synaptic vesicle endocytosis (GO:0048488)	1/38	0.8484714272333609	0.9036944735531486	0	0	0.530898012800805	0.08723656118762048	SYNJ2
tRNA aminoacylation (GO:0043039)	1/38	0.8484714272333609	0.9036944735531486	0	0	0.530898012800805	0.08723656118762048	WARS1
regulation of anatomical structure morphogenesis (GO:0022603)	4/123	0.852014791698322	0.9072060332658245	0	0	0.6594720875902228	0.10561537225563707	SFRP1;IL6;PROK2;WARS1
cellular response to calcium ion (GO:0071277)	2/69	0.8534120894040107	0.9079061869938074	0	0	0.5860449306263712	0.09289558898547338	WNT5A;PPIF
RNA 3'-end processing (GO:0031123)	2/69	0.8534120894040107	0.9079061869938074	0	0	0.5860449306263712	0.09289558898547338	RPRD1B;TENT4B
synapse assembly (GO:0007416)	2/69	0.8534120894040107	0.9079061869938074	0	0	0.5860449306263712	0.09289558898547338	BDNF;WNT5A
DNA recombination (GO:0006310)	1/39	0.8558192892940941	0.909678586368607	0	0	0.5168997986175367	0.0804792495325408	RPA1
positive regulation of intracellular transport (GO:0032388)	1/39	0.8558192892940941	0.909678586368607	0	0	0.5168997986175367	0.0804792495325408	SORL1
regulation of cellular component biogenesis (GO:0044087)	1/39	0.8558192892940941	0.909678586368607	0	0	0.5168997986175367	0.0804792495325408	CD36
cellular response to light stimulus (GO:0071482)	2/70	0.8589513161566809	0.9124808846188399	0	0	0.577396175861649	0.0877890661816509	GNB1;AQP1
regulation of plasma membrane bounded cell projection assembly (GO:0120032)	2/70	0.8589513161566809	0.9124808846188399	0	0	0.577396175861649	0.0877890661816509	FXR1;SGSM3
autophagy of mitochondrion (GO:0000422)	1/40	0.8628111870375761	0.9151041441917034	0	0	0.5036194415718718	0.07431378191292387	WIPI1
detection of chemical stimulus involved in sensory perception of bitter taste (GO:0001580)	1/40	0.8628111870375761	0.9151041441917034	0	0	0.5036194415718718	0.07431378191292387	PIGR
digestive tract development (GO:0048565)	1/40	0.8628111870375761	0.9151041441917034	0	0	0.5036194415718718	0.07431378191292387	CXCL8
intraciliary transport involved in cilium assembly (GO:0035735)	1/40	0.8628111870375761	0.9151041441917034	0	0	0.5036194415718718	0.07431378191292387	KIFAP3
positive regulation of catalytic activity (GO:0043085)	1/40	0.8628111870375761	0.9151041441917034	0	0	0.5036194415718718	0.07431378191292387	NOD2
glycerophospholipid biosynthetic process (GO:0046474)	6/177	0.8629118926218343	0.9151041441917034	0	0	0.6879308458255826	0.10143037265905096	PLSCR1;GPAM;PLA2G2A;DDHD2;PIK3R3;SYNJ2
response to UV (GO:0009411)	3/99	0.8638283986524334	0.915611253709998	0	0	0.6132124352331606	0.08976273691061873	CCND1;TRIM32;AQP1
histone acetylation (GO:0016573)	2/71	0.8642984454365227	0.915611253709998	0	0	0.5689981096408318	0.0829810608809821	MBIP;KAT14
phosphatidylinositol-mediated signaling (GO:0048015)	2/71	0.8642984454365227	0.915611253709998	0	0	0.5689981096408318	0.0829810608809821	PTAFR;PLCL2
negative regulation of protein phosphorylation (GO:0001933)	5/152	0.864540959013954	0.915611253709998	0	0	0.6670269353847458	0.09709017024382909	SFRP1;IGFBP3;ZC3H12A;LDLRAD4;WARS1
phosphatidylinositol biosynthetic process (GO:0006661)	4/126	0.8646334408336944	0.915611253709998	0	0	0.6431535269709544	0.09354644233015712	SOCS3;PIK3R3;SYNJ2;EFR3B
cilium organization (GO:0044782)	8/228	0.8668383559448508	0.9176822388122314	0	0	0.7125757575757575	0.10182904264281165	ABLIM1;PLA2G3;SNX10;B9D1;CYS1;KIFAP3;CCNO;CDC14A
DNA metabolic process (GO:0006259)	10/277	0.8674507158729544	0.9180665524128251	0	0	0.7336210738664353	0.10431840804897981	NT5E;USP7;PARG;OGG1;RPA1;RAD17;FBXO6;TERF2;ASF1A;INIP
cell morphogenesis involved in differentiation (GO:0000904)	2/72	0.8694590725826488	0.9180865297256066	0	0	0.5608399881691807	0.07845255007806555	NTNG1;LAMC3
keratinocyte differentiation (GO:0030216)	1/41	0.8694643479503504	0.9180865297256066	0	0	0.49100310237849015	0.068680506894073	WNT5A
negative regulation of cell-cell adhesion (GO:0022408)	1/41	0.8694643479503504	0.9180865297256066	0	0	0.49100310237849015	0.068680506894073	IL1RN
positive regulation of TOR signaling (GO:0032008)	1/41	0.8694643479503504	0.9180865297256066	0	0	0.49100310237849015	0.068680506894073	TREM2
regulation of filopodium assembly (GO:0051489)	1/41	0.8694643479503504	0.9180865297256066	0	0	0.49100310237849015	0.068680506894073	FXR1
regulation of protein dephosphorylation (GO:0035304)	1/41	0.8694643479503504	0.9180865297256066	0	0	0.49100310237849015	0.068680506894073	LILRB2
sensory perception of bitter taste (GO:0050913)	1/41	0.8694643479503504	0.9180865297256066	0	0	0.49100310237849015	0.068680506894073	PIGR
visual system development (GO:0150063)	1/41	0.8694643479503504	0.9180865297256066	0	0	0.49100310237849015	0.068680506894073	C1QA
protein stabilization (GO:0050821)	6/179	0.8697567460830091	0.918131977946571	0	0	0.6799057839520267	0.09487521480207706	USP7;TYROBP;BAG3;PIM2;RTN4;PFN2
plasma membrane bounded cell projection assembly (GO:0120031)	10/278	0.8701999353602814	0.9182324960986957	0	0	0.730844732496183	0.10161101166066723	SDCBP;ABLIM1;PMP22;PLA2G3;SNX10;ANO6;B9D1;CYS1;CCNO;CDC14A
cellular response to DNA damage stimulus (GO:0006974)	13/350	0.8703507363890408	0.9182324960986957	0	0	0.7551540385601317	0.10485993713240732	TIGAR;DTX3L;OGG1;RPA1;INIP;PML;CCND1;ZC3H12A;RAD17;FBXO6;MNDA;BID;ASF1A
positive regulation of protein localization to membrane (GO:1905477)	3/101	0.8726390772700929	0.9203830084527305	0	0	0.6006344506714603	0.08182637530405452	IFNG;TREM2;BID
endoplasmic reticulum organization (GO:0007029)	2/73	0.8744387017361583	0.9217530202669725	0	0	0.5529116729361677	0.07418586333852609	SEC61A1;RTN4
transcription-coupled nucleotide-excision repair (GO:0006283)	2/73	0.8744387017361583	0.9217530202669725	0	0	0.5529116729361677	0.07418586333852609	USP7;RPA1
cellular respiration (GO:0045333)	1/42	0.8757951667563878	0.9223906762005205	0	0	0.4790021943652735	0.06352672875999041	NR4A3
nucleic acid-templated transcription (GO:0097659)	1/42	0.8757951667563878	0.9223906762005205	0	0	0.4790021943652735	0.06352672875999041	NR4A2
regulation of ubiquitin-dependent protein catabolic process (GO:2000058)	1/42	0.8757951667563878	0.9223906762005205	0	0	0.4790021943652735	0.06352672875999041	PML
DNA-dependent DNA replication (GO:0006261)	4/129	0.876318605731787	0.9226780401213724	0	0	0.6276182572614107	0.08286164497558265	RPA1;PSMB10;PSMB8;PSMB9
cell junction assembly (GO:0034329)	3/102	0.8768523776491489	0.9229761162104535	0	0	0.5945360339142722	0.07813192037953778	VMP1;BDNF;TRPV4
cellular response to amino acid starvation (GO:0034198)	2/74	0.879242741823925	0.9250309006054355	0	0	0.5452035886818496	0.07016457382589	CEBPB;TCIRG1
G2/M transition of mitotic cell cycle (GO:0000086)	4/130	0.8800149299712664	0.9250309006054355	0	0	0.622604228413357	0.07957903469758468	WEE1;ABCB1;CEP76;CDC25B
anion transport (GO:0006820)	1/43	0.8818192452811187	0.9250309006054355	0	0	0.46757275816221006	0.05880577541988949	ABCG2
glutathione metabolic process (GO:0006749)	1/43	0.8818192452811187	0.9250309006054355	0	0	0.46757275816221006	0.05880577541988949	CHAC1
heart looping (GO:0001947)	1/43	0.8818192452811187	0.9250309006054355	0	0	0.46757275816221006	0.05880577541988949	SHH
natural killer cell activation (GO:0030101)	1/43	0.8818192452811187	0.9250309006054355	0	0	0.46757275816221006	0.05880577541988949	SLAMF7
positive regulation of axonogenesis (GO:0050772)	1/43	0.8818192452811187	0.9250309006054355	0	0	0.46757275816221006	0.05880577541988949	BDNF
positive regulation of neuron differentiation (GO:0045666)	1/43	0.8818192452811187	0.9250309006054355	0	0	0.46757275816221006	0.05880577541988949	TRIM32
regulation of carbohydrate catabolic process (GO:0043470)	1/43	0.8818192452811187	0.9250309006054355	0	0	0.46757275816221006	0.05880577541988949	GCKR
regulation of purine nucleotide metabolic process (GO:1900542)	1/43	0.8818192452811187	0.9250309006054355	0	0	0.46757275816221006	0.05880577541988949	GCKR
substantia nigra development (GO:0021762)	1/43	0.8818192452811187	0.9250309006054355	0	0	0.46757275816221006	0.05880577541988949	CASP5
tRNA aminoacylation for protein translation (GO:0006418)	1/43	0.8818192452811187	0.9250309006054355	0	0	0.46757275816221006	0.05880577541988949	WARS1
cell cycle G2/M phase transition (GO:0044839)	4/131	0.8836150041108378	0.9266506536986913	0	0	0.6176691606495246	0.07642656901807927	WEE1;ABCB1;CEP76;CDC25B
response to amino acid starvation (GO:1990928)	2/75	0.883876502921724	0.926660957789803	0	0	0.5377066848180606	0.06637339941189176	CEBPB;TCIRG1
cardiac ventricle morphogenesis (GO:0003208)	1/44	0.8875514310167859	0.9291908925231179	0	0	0.45667492364301004	0.054476207682254724	MYBPC3
detection of chemical stimulus involved in sensory perception of taste (GO:0050912)	1/44	0.8875514310167859	0.9291908925231179	0	0	0.45667492364301004	0.054476207682254724	PIGR
intracellular steroid hormone receptor signaling pathway (GO:0030518)	1/44	0.8875514310167859	0.9291908925231179	0	0	0.45667492364301004	0.054476207682254724	NCOA4
mitotic spindle assembly (GO:0090307)	1/44	0.8875514310167859	0.9291908925231179	0	0	0.45667492364301004	0.054476207682254724	SMC3
positive regulation of mRNA catabolic process (GO:0061014)	1/44	0.8875514310167859	0.9291908925231179	0	0	0.45667492364301004	0.054476207682254724	ZC3H12A
cell morphogenesis involved in neuron differentiation (GO:0048667)	2/76	0.8883451928454277	0.929493321982627	0	0	0.5304123999776174	0.06279811289372934	NTNG1;CNTN4
chloride transport (GO:0006821)	2/76	0.8883451928454277	0.929493321982627	0	0	0.5304123999776174	0.06279811289372934	ANO6;APOL1
negative regulation of cellular macromolecule biosynthetic process (GO:2000113)	21/547	0.8893561299851637	0.9302867246037991	0	0	0.7801823649628002	0.09148225513544181	ACVRL1;ZMYND15;ZNF253;PHC2;TLE1;ZHX3;MSX2;WNT5A;FOXN3;FOXP3;PML;FXR1;SBNO2;SFRP1;BCL7A;IFNG;IRF1;CRY2;RAD17;TNFRSF4;S100A11
RNA metabolic process (GO:0016070)	4/133	0.8905338569946439	0.9312540930003632	0	0	0.6080285631573868	0.07049127876040197	ISG20;AGO1;ZC3H12A;RNASE2
regulation of cell cycle process (GO:0010564)	3/106	0.8924926863290298	0.932772657128438	0	0	0.5713265254791489	0.06498094214750369	SFRP1;RPRD1B;AICDA
small GTPase mediated signal transduction (GO:0007264)	3/106	0.8924926863290298	0.932772657128438	0	0	0.5713265254791489	0.06498094214750369	SHC2;GNB1;NUCB2
microtubule bundle formation (GO:0001578)	1/45	0.8930058534519194	0.9327794474921892	0	0	0.44627244523831905	0.05050114640324754	TPPP
positive regulation of Notch signaling pathway (GO:0045747)	1/45	0.8930058534519194	0.9327794474921892	0	0	0.44627244523831905	0.05050114640324754	NOD2
erythrocyte differentiation (GO:0030218)	1/46	0.8981959589199432	0.9368718189074309	0	0	0.4363322992071699	0.04684769757239227	INHBA
positive regulation of organelle assembly (GO:1902117)	1/46	0.8981959589199432	0.9368718189074309	0	0	0.4363322992071699	0.04684769757239227	SDCBP
posttranscriptional regulation of gene expression (GO:0010608)	1/46	0.8981959589199432	0.9368718189074309	0	0	0.4363322992071699	0.04684769757239227	PARP9
regulation of telomerase activity (GO:0051972)	1/46	0.8981959589199432	0.9368718189074309	0	0	0.4363322992071699	0.04684769757239227	TNKS
spliceosomal complex assembly (GO:0000245)	1/46	0.8981959589199432	0.9368718189074309	0	0	0.4363322992071699	0.04684769757239227	NOL3
mRNA 3'-end processing (GO:0031124)	2/79	0.9008113328525316	0.9390677597856799	0	0	0.5096663171197333	0.053239458481168254	RPRD1B;TENT4B
regulation of cellular response to heat (GO:1900034)	2/79	0.9008113328525316	0.9390677597856799	0	0	0.5096663171197333	0.053239458481168254	BAG3;RPA1
modulation of chemical synaptic transmission (GO:0050804)	3/109	0.9030284911411675	0.9404246007365026	0	0	0.5550689216932252	0.05661768189205959	BDNF;IL1B;EIF4EBP2
determination of heart left/right asymmetry (GO:0061371)	1/47	0.9031345432385315	0.9404246007365026	0	0	0.42682433343824466	0.04348645976772612	SHH
embryonic heart tube morphogenesis (GO:0003143)	1/47	0.9031345432385315	0.9404246007365026	0	0	0.42682433343824466	0.04348645976772612	SHH
regulation of DNA binding (GO:0051101)	1/47	0.9031345432385315	0.9404246007365026	0	0	0.42682433343824466	0.04348645976772612	PLAUR
protein deubiquitination (GO:0016579)	9/267	0.9038462911499303	0.9408996449007757	0	0	0.682906127991852	0.06903905398699292	OTUB2;ATXN3;USP7;ZC3H12A;USP12;UBE2D1;PSMB8;PSMB10;PSMB9
establishment of protein localization to mitochondrion (GO:0072655)	1/48	0.9078337836432133	0.9437165418899807	0	0	0.4177209619573588	0.04039110016877031	HK2
Golgi to plasma membrane transport (GO:0006893)	1/48	0.9078337836432133	0.9437165418899807	0	0	0.4177209619573588	0.04039110016877031	VAMP5
